2026-02-23T16:19:21.859860,WF-QF-ONT-001,Change ONT Port on Pending Order,test,[],0,True,30.5,2026-02-23
2026-02-23T17:27:35.239994,WF-QF-ONT-001,Change ONT Port on Pending Order,SOL-OPC-FDT,"[{""answer"": ""fdt"", ""answer_description"": ""Field Data Tool (FDT) - automated and faster"", ""question"": ""Which method would you like to use to change the ONT port?"", ""step_id"": ""OPC-S001""}, {""answer"": ""yes"", ""answer_description"": ""Yes - multi-port ONT with PENDING status"", ""question"": ""Does the ONT have multiple ports AND is the current port status PENDING?"", ""step_id"": ""OPC-S002""}, {""answer"": ""yes"", ""answer_description"": ""Yes - I have the FDT document open"", ""question"": ""Are you ready to proceed with the Field Data Tool?"", ""step_id"": ""OPC-S003""}]",3,True,20.286788,2026-02-23
